"lon","lat","order"
106.496141,36.492956,554
106.496954,36.492159,555
106.501358,36.48704,556
106.502587,36.48529,557
106.504672,36.484711,558
106.506065,36.484598,559
106.50783,36.483829,560
106.510504,36.483282,561
106.513463,36.482162,562
106.51586,36.481673,563
106.51811,36.480906,564
106.520983,36.4791,565
106.521597,36.477201,566
106.520878,36.475835,567
106.52042,36.473839,568
106.520047,36.471899,569
106.521155,36.470341,570
106.523249,36.468477,571
106.523015,36.466254,572
106.521925,36.464204,573
106.520981,36.462495,574
106.520825,36.460898,575
106.520514,36.45878,576
106.519769,36.456324,577
106.518696,36.454964,578
106.517259,36.453092,579
106.515823,36.451217,580
106.513408,36.450212,581
106.510285,36.449444,582
106.50871,36.44815,583
106.506573,36.445938,584
106.505569,36.44463,585
106.504695,36.444194,586
106.50415,36.443045,587
106.503734,36.442508,588
106.503405,36.441727,589
106.503388,36.440946,590
106.503379,36.440399,591
106.50337,36.439891,592
106.502678,36.438694,593
106.501406,36.436879,594
106.500437,36.434433,595
106.500419,36.433447,596
106.500454,36.432939,597
106.500679,36.432747,598
106.50119,36.432507,599
106.501752,36.432445,600
106.502427,36.432195,601
106.503379,36.432357,602
106.504226,36.432329,603
106.504685,36.432184,604
106.505464,36.431643,605
106.508267,36.429373,606
106.509859,36.427119,607
106.510413,36.425458,608
106.510447,36.423109,609
106.509936,36.421682,610
106.508085,36.420216,611
106.505861,36.419497,612
106.505514,36.416489,613
106.504909,36.414776,614
106.50464,36.414651,615
106.504216,36.414965,616
106.503533,36.415488,617
106.50227,36.41636,618
106.501266,36.416706,619
106.500262,36.4168,620
106.499492,36.416659,621
106.499181,36.416817,622
106.499034,36.41723,623
106.499008,36.418072,624
106.499172,36.421093,625
106.499129,36.422036,626
106.49887,36.422562,627
106.498385,36.422859,628
106.49765,36.422831,629
106.496663,36.422517,630
106.4954,36.422507,631
106.494647,36.422948,632
106.493479,36.423047,633
106.492709,36.422949,634
106.492328,36.422573,635
106.49206,36.421718,636
106.491731,36.418623,637
106.49257,36.415473,638
106.492872,36.412476,639
106.492215,36.411358,640
106.491756,36.410235,641
106.491661,36.407869,642
106.491583,36.405392,643
106.490908,36.404202,644
106.489255,36.40354,645
106.487931,36.402899,646
106.487455,36.401928,647
106.487714,36.401374,648
106.488588,36.400401,649
106.489696,36.399948,650
106.490111,36.399849,651
106.491011,36.399794,652
106.492447,36.399263,653
106.49365,36.399352,654
106.494836,36.399803,655
106.496782,36.400283,656
106.49905,36.400667,657
106.500694,36.400719,658
106.501464,36.400962,659
106.501793,36.401065,660
106.502372,36.401421,661
106.502796,36.40147,662
106.503852,36.401577,663
106.504665,36.401373,664
106.50656,36.400597,665
106.508654,36.399631,666
106.512314,36.394229,667
106.514139,36.391452,668
106.515454,36.391281,669
106.517004,36.393241,670
106.518535,36.394743,671
106.519617,36.394264,672
106.521434,36.392865,673
106.52397,36.392268,674
106.525658,36.391672,675
106.526982,36.390177,676
106.525839,36.38893,677
106.524679,36.387107,678
106.524298,36.385168,679
106.524982,36.382749,680
106.527647,36.3814,681
106.529188,36.380187,682
106.531031,36.378972,683
106.532286,36.376054,684
106.53168,36.373923,685
106.529966,36.372884,686
106.527179,36.372763,687
106.525128,36.372732,688
106.523596,36.373668,689
106.520784,36.375009,690
106.518326,36.37613,691
106.51592,36.376461,692
106.512935,36.37788,693
106.510322,36.378839,694
106.507882,36.379029,695
106.506532,36.37737,696
106.507086,36.375345,697
106.506644,36.373859,698
106.507613,36.367057,699
106.507163,36.361273,700
106.506599,36.342141,701
106.506581,36.340653,702
106.506841,36.339098,703
106.506745,36.336468,704
106.506667,36.330691,705
106.506355,36.328226,706
106.504685,36.326846,707
106.504668,36.326812,708
106.504382,36.324989,709
106.50388,36.324686,710
106.503067,36.324513,711
106.502565,36.324011,712
106.502504,36.32397,713
106.502219,36.323584,714
106.501873,36.323279,715
106.501682,36.323154,716
106.501345,36.323307,717
106.501241,36.323344,718
106.501016,36.323481,719
106.500765,36.323487,720
106.500722,36.323424,721
106.500722,36.323248,722
106.500739,36.3231,723
106.500843,36.322974,724
106.500912,36.322781,725
106.500912,36.322581,726
106.500886,36.322475,727
106.5008,36.322401,728
106.500748,36.322401,729
106.500635,36.32243,730
106.500402,36.322589,731
106.500255,36.322711,732
106.500004,36.322987,733
106.499796,36.323001,734
106.499658,36.322828,735
106.499588,36.322598,736
106.500384,36.321133,737
106.500791,36.320217,738
106.501154,36.31955,739
106.502426,36.315578,740
106.502478,36.314668,741
106.502443,36.31418,742
106.502261,36.313998,743
106.502062,36.313979,744
106.501388,36.314011,745
106.500834,36.314363,746
106.500375,36.314852,747
106.499994,36.314982,748
106.499475,36.314935,749
106.499328,36.314497,750
106.499233,36.313866,751
106.49893,36.313574,752
106.498575,36.313633,753
106.49835,36.313988,754
106.497649,36.314454,755
106.497312,36.314549,756
106.497269,36.314384,757
106.497347,36.313984,758
106.49752,36.313541,759
106.497935,36.313134,760
106.498644,36.312559,761
106.500392,36.310947,762
106.50124,36.309874,763
106.501742,36.308887,764
106.502434,36.308581,765
106.502737,36.308443,766
106.5031,36.308427,767
106.503654,36.308252,768
106.503991,36.307938,769
106.504268,36.307512,770
106.504485,36.307097,771
106.504657,36.306883,772
106.506475,36.305914,773
106.509788,36.303583,774
106.510074,36.300821,775
106.511025,36.297495,776
106.510073,36.295457,777
106.51003,36.293347,778
106.510904,36.29165,779
106.512002,36.288952,780
106.512062,36.28628,781
106.51041,36.286105,782
106.508956,36.287841,783
106.507295,36.290382,784
106.505764,36.29274,785
106.504665,36.293422,786
106.503099,36.293751,787
106.50187,36.293832,788
106.500417,36.294874,789
106.499595,36.296194,790
106.498946,36.299815,791
106.498462,36.300993,792
106.497112,36.302983,793
106.494343,36.305419,794
106.494093,36.305782,795
106.494041,36.305832,796
106.49334,36.307339,797
106.492198,36.308816,798
106.49096,36.309675,799
106.490164,36.310554,800
106.488685,36.311459,801
106.487612,36.311964,802
106.487447,36.312676,803
106.487257,36.313319,804
106.486963,36.314267,805
106.486825,36.315055,806
106.486695,36.315553,807
106.486323,36.315973,808
106.485743,36.316,809
106.485587,36.315838,810
106.485345,36.315518,811
106.485258,36.315099,812
106.485059,36.314737,813
106.484791,36.314488,814
106.484548,36.314361,815
106.484211,36.314351,816
106.483666,36.314482,817
106.482558,36.314996,818
106.481909,36.315076,819
106.481381,36.315392,820
106.48087,36.315899,821
106.480472,36.316065,822
106.480161,36.316088,823
106.479996,36.31591,824
106.479693,36.315507,825
106.479425,36.315167,826
106.479105,36.315118,827
106.478473,36.315124,828
106.478274,36.315116,829
106.477599,36.315105,830
106.477166,36.314926,831
106.476603,36.314535,832
106.476127,36.314364,833
106.474578,36.314043,834
106.472457,36.313523,835
106.470821,36.312859,836
106.47031,36.311916,837
106.470292,36.311008,838
106.470725,36.309692,839
106.470794,36.308589,840
106.470768,36.307241,841
106.470751,36.306331,842
106.47114,36.305746,843
106.471842,36.305399,844
106.472093,36.305258,845
106.472716,36.304759,846
106.473391,36.303911,847
106.473703,36.30325,848
106.47385,36.302952,849
106.474161,36.302804,850
106.474499,36.302818,851
106.474706,36.302815,852
106.475122,36.302354,853
106.475313,36.301733,854
106.47552,36.300914,855
106.475555,36.300855,856
106.475736,36.300542,857
106.476135,36.300261,858
106.478368,36.298242,859
106.47919,36.29677,860
106.479873,36.295301,861
106.480445,36.294093,862
106.481137,36.293353,863
106.481838,36.292543,864
106.482193,36.291656,865
106.482391,36.290675,866
106.482963,36.290184,867
106.484191,36.288638,868
106.484269,36.287769,869
106.48407,36.286821,870
106.484001,36.286092,871
106.484044,36.28554,872
106.48452,36.284777,873
106.485221,36.284063,874
106.486822,36.282656,875
106.487055,36.282358,876
106.487384,36.282164,877
106.488388,36.281853,878
106.489383,36.281691,879
106.490266,36.281659,880
106.491252,36.281373,881
106.491806,36.280959,882
106.49281,36.279699,883
106.493156,36.278921,884
106.494177,36.277212,885
106.495293,36.276607,886
106.495648,36.276424,887
106.496963,36.276088,888
106.497517,36.275934,889
106.49814,36.275613,890
106.498563,36.275152,891
106.499013,36.274547,892
106.499186,36.274214,893
106.499844,36.27263,894
106.500043,36.271852,895
106.500146,36.271485,896
106.500372,36.271365,897
106.500562,36.271317,898
106.500986,36.271354,899
106.501358,36.271449,900
106.501782,36.271461,901
106.502206,36.271242,902
106.502413,36.271014,903
106.503037,36.270057,904
106.504014,36.268436,905
106.504403,36.267487,906
106.504498,36.266935,907
106.504663,36.266266,908
106.50468,36.26622,909
106.504723,36.266103,910
106.504845,36.266005,911
106.505078,36.266013,912
106.505286,36.265975,913
106.505718,36.266046,914
106.506021,36.266195,915
106.506722,36.266803,916
106.507475,36.267562,917
106.507778,36.26823,918
106.507994,36.269006,919
106.508193,36.270334,920
106.508315,36.270675,921
106.508436,36.270885,922
106.508851,36.271196,923
106.509933,36.271686,924
106.51021,36.271728,925
106.510565,36.271753,926
106.511136,36.271745,927
106.512208,36.271716,928
106.512572,36.271697,929
106.512987,36.271746,930
106.513307,36.271793,931
106.513671,36.271863,932
106.514571,36.271978,933
106.51483,36.271936,934
106.515471,36.271836,935
106.517409,36.271168,936
106.51888,36.270485,937
106.519692,36.269628,938
106.520533,36.268741,939
106.520732,36.268537,940
106.521649,36.267483,941
106.522921,36.265856,942
106.524635,36.26454,943
106.525855,36.264115,944
106.528512,36.263378,945
106.529914,36.262921,946
106.532502,36.261711,947
106.533117,36.261479,948
106.533783,36.261248,949
106.534372,36.260931,950
106.535021,36.260556,951
106.535506,36.260112,952
106.535757,36.259836,953
106.536848,36.258522,954
106.537237,36.258056,955
106.53748,36.257745,956
106.537696,36.257306,957
106.5378,36.256857,958
106.538691,36.255285,959
106.539029,36.254776,960
106.539297,36.254393,961
106.539679,36.25413,962
106.540111,36.253923,963
106.540484,36.253787,964
106.540761,36.253747,965
106.541211,36.25387,966
106.541549,36.254086,967
106.542129,36.254543,968
106.542215,36.254542,969
106.542544,36.255013,970
106.542995,36.255576,971
106.54374,36.256625,972
106.544017,36.257395,973
106.544147,36.258178,974
106.544675,36.258878,975
106.545654,36.259366,976
106.546918,36.25907,977
106.547637,36.2584,978
106.548867,36.257277,979
106.549707,36.257238,980
106.550842,36.257275,981
106.551569,36.257397,982
106.553657,36.258667,983
106.554896,36.259637,984
106.556248,36.260637,985
106.557115,36.261699,986
106.558128,36.263692,987
106.558241,36.263963,988
106.558224,36.264686,989
106.558467,36.265198,990
106.558882,36.265664,991
106.559229,36.265989,992
106.559732,36.266598,993
106.559637,36.267186,994
106.559351,36.267812,995
106.558874,36.268846,996
106.55916,36.26976,997
106.559897,36.270453,998
106.560694,36.270994,999
106.560989,36.27131,1000
106.561119,36.271638,1001
106.561127,36.272163,1002
106.56105,36.272772,1003
106.561153,36.273225,1004
106.561422,36.273667,1005
106.561517,36.274067,1006
106.561344,36.274327,1007
106.560668,36.274977,1008
106.56066,36.275019,1009
106.560209,36.275831,1010
106.559689,36.276918,1011
106.559048,36.278217,1012
106.558303,36.280177,1013
106.558225,36.280962,1014
106.558719,36.282562,1015
106.558702,36.283197,1016
106.558381,36.284108,1017
106.557801,36.28542,1018
106.557576,36.285915,1019
106.557541,36.286363,1020
106.557567,36.286682,1021
106.557818,36.287115,1022
106.55807,36.287321,1023
106.558338,36.28759,1024
106.558459,36.287787,1025
106.558416,36.287967,1026
106.558425,36.288297,1027
106.558529,36.288694,1028
106.558824,36.289061,1029
106.559066,36.289329,1030
106.559326,36.289613,1031
106.559473,36.289893,1032
106.559543,36.290064,1033
106.559465,36.29052,1034
106.559352,36.290952,1035
106.55924,36.291437,1036
106.559231,36.291728,1037
106.559231,36.291893,1038
106.55924,36.292021,1039
106.559292,36.292097,1040
106.559396,36.292172,1041
106.559595,36.292233,1042
106.559829,36.292137,1043
106.559994,36.292039,1044
106.560141,36.291943,1045
106.560418,36.291743,1046
106.560574,36.291617,1047
106.561129,36.291192,1048
106.561718,36.290842,1049
106.562619,36.290341,1050
106.563616,36.28961,1051
106.564084,36.289366,1052
106.564622,36.289359,1053
106.564925,36.289412,1054
106.565835,36.289741,1055
106.566624,36.289989,1056
106.567066,36.289995,1057
106.567604,36.289823,1058
106.567959,36.289568,1059
106.568592,36.289444,1060
106.569156,36.28928,1061
106.56997,36.289057,1062
106.570967,36.288381,1063
106.571184,36.288192,1064
106.571592,36.287842,1065
106.571791,36.28762,1066
106.572017,36.287446,1067
106.572259,36.287444,1068
106.572433,36.287511,1069
106.572528,36.287623,1070
106.572606,36.287799,1071
106.572702,36.287934,1072
106.572944,36.287959,1073
106.573153,36.287872,1074
106.573369,36.287759,1075
106.573994,36.287307,1076
106.574288,36.287065,1077
106.57454,36.286939,1078
106.574939,36.287045,1079
106.57513,36.287171,1080
106.575399,36.287364,1081
106.57552,36.287502,1082
106.575694,36.287607,1083
106.575936,36.287721,1084
106.576179,36.287758,1085
106.576474,36.287749,1086
106.5767,36.28761,1087
106.576856,36.287412,1088
106.576969,36.28721,1089
106.57709,36.286941,1090
106.577151,36.28683,1091
106.577203,36.286608,1092
106.577324,36.28638,1093
106.577472,36.286161,1094
106.57761,36.28607,1095
106.577775,36.286037,1096
106.577888,36.286065,1097
106.578,36.286113,1098
106.578174,36.286275,1099
106.578408,36.286548,1100
106.578608,36.286811,1101
106.578929,36.287288,1102
106.579501,36.287624,1103
106.580256,36.28773,1104
106.580794,36.287994,1105
106.581158,36.288274,1106
106.581419,36.288623,1107
106.581575,36.288864,1108
106.581913,36.289061,1109
106.582087,36.289093,1110
106.582304,36.289091,1111
106.582538,36.288985,1112
106.58259,36.288785,1113
106.582642,36.288546,1114
106.583137,36.288504,1115
106.583631,36.288426,1116
106.584039,36.288219,1117
106.584221,36.287932,1118
106.584369,36.287528,1119
106.584473,36.286975,1120
106.584464,36.286502,1121
106.584256,36.283882,1122
106.584325,36.28322,1123
106.584689,36.282618,1124
106.585054,36.281828,1125
106.585271,36.281046,1126
106.585305,36.280492,1127
106.585461,36.280125,1128
106.585739,36.279706,1129
106.586355,36.278405,1130
106.586581,36.278056,1131
106.58672,36.277817,1132
106.586911,36.277704,1133
106.587136,36.277665,1134
106.587396,36.277667,1135
106.587622,36.277782,1136
106.588247,36.278033,1137
106.58862,36.278159,1138
106.588742,36.278178,1139
106.589532,36.278078,1140
106.589801,36.277956,1141
106.590698,36.27727,1142
106.590759,36.277034,1143
106.59075,36.27661,1144
106.590741,36.276124,1145
106.59101,36.274568,1146
106.591661,36.273829,1147
106.591939,36.273679,1148
106.592156,36.273597,1149
106.593137,36.273288,1150
106.593467,36.273071,1151
