"","pictureName","date","author","style","genre"
"779","The Fonds at Varengeville","1882","Claude Monet","Impressionism","landscape"
"780","The Frost","1885","Claude Monet","Impressionism","landscape"
"781","The Frost","1880","Claude Monet","Impressionism","landscape"
"782","The Galettes","1882","Claude Monet","Impressionism","still life"
"783","The Garden","1872","Claude Monet","Impressionism","genre painting"
"784","The Garden","1876","Claude Monet","Impressionism","landscape"
"785","The Garden Gate","1881","Claude Monet","Impressionism","landscape"
"786","The Garden Gate at Vetheuil","1876","Claude Monet","Impressionism","landscape"
"787","The Garden Gate at Vetheuil","1881","Claude Monet","Impressionism","landscape"
"788","The Garden at Giverny","1924","Claude Monet","Impressionism","landscape"
"789","The Garden at Vetheuil","1881","Claude Monet","Impressionism","landscape"
"790","The Garden of Monet at Argenteuil","1873","Claude Monet","Impressionism","landscape"
"791","The Garden of the Princess","1867","Claude Monet","Realism","cityscape"
"792","The Garden, Hollyhocks","1877","Claude Monet","Impressionism","genre painting"
"793","The Gorge at Varengeville, Late Afternoon","1897","Claude Monet","Impressionism","landscape"
"794","The Grand Canal","1908","Claude Monet","Impressionism","cityscape"
"795","The Grand Canal 02","1908","Claude Monet","Impressionism","cityscape"
"796","The Grand Canal 03","1908","Claude Monet",NA,"cityscape"
"797","The Grand Canal and Santa Maria della Salute","1908","Claude Monet","Impressionism","cityscape"
"798","The Grand Canal in Venice 01","1908","Claude Monet","Impressionism","cityscape"
"799","The Grand Canal, Venice","1908","Claude Monet","Impressionism","cityscape"
"800","The Grand Dock at Le Havre","1872","Claude Monet","Impressionism","cityscape"
"801","The Grand Street Entering to Argenteuil, Winter","1885","Claude Monet","Impressionism","cityscape"
"802","The Grande Creuse by the Bridge at Vervy","1889","Claude Monet","Impressionism","landscape"
"803","The Green Wave","1866","Claude Monet","Impressionism","marina"
"804","The Grotto of Port-Domois","1866","Claude Monet","Impressionism","landscape"
"805","The Gulf Juan at Antibes","1888","Claude Monet","Impressionism","landscape"
"806","The Gulf of Antibes","1888","Claude Monet","Impressionism","landscape"
"807","The Hamlet of Chantemesie at the Foot of the Rock","1880","Claude Monet","Impressionism","cityscape"
"808","The Havre, the trade bassin","1874","Claude Monet","Impressionism","cityscape"
"809","The Headland of the Heve at Low Tide","1865","Claude Monet","Impressionism","landscape"
"810","The Hills of Vetheuil","1880","Claude Monet","Impressionism","cityscape"
"811","The Hotel des Roches Noires at Trouville","1870","Claude Monet","Impressionism","cityscape"
"812","The House Seen from the Rose Garden","1924","Claude Monet","Impressionism","landscape"
"813","The House Seen from the Rose Garden","1924","Claude Monet","Impressionism","landscape"
"814","The House Seen from the Rose Garden 3","1924","Claude Monet","Impressionism","landscape"
"815","The House Seen through the Roses","1925","Claude Monet","Impressionism","landscape"
"816","The House among the Roses","1925","Claude Monet","Impressionism","landscape"
"817","The House among the Roses 2","1925","Claude Monet","Impressionism","landscape"
"818","The House at Giverny Viewed from the Rose Garden","1924","Claude Monet","Impressionism","landscape"
"819","The Hut at Trouville, Low Tide","1881","Claude Monet","Impressionism","landscape"
"820","The Ice Floes","1880","Claude Monet","Impressionism","landscape"
"821","The Iris Garden at Giverny","1900","Claude Monet","Impressionism","landscape"
"822","The Isle Grande-Jatte","1878","Claude Monet","Impressionism","landscape"
"823","The Isle Grande-Jatte on the Siene","1878","Claude Monet","Impressionism","landscape"
"824","The Japanese Bridge","1899","Claude Monet","Impressionism","landscape"
"825","The Japanese Bridge","1924","Claude Monet","Impressionism","landscape"
"826","The Japanese Bridge","1924","Claude Monet","Impressionism","landscape"
"827","The Japanese Bridge","1918","Claude Monet","Impressionism","landscape"
"828","The Japanese Bridge","1924","Claude Monet","Impressionism","landscape"
"829","The Japanese Bridge","1919","Claude Monet","Impressionism","landscape"
"830","The Japanese Bridge (The Bridge in Monet's Garden)","1896","Claude Monet","Impressionism","landscape"
"831","The Japanese Bridge (The Bridge over the Water-Lily Pond)","1900","Claude Monet","Impressionism","landscape"
"832","The Japanese Bridge (The Bridge over the Water-Lily Pond)","1905","Claude Monet","Impressionism","landscape"
"833","The Japanese Bridge (The Water-Lily Pond and Path by the Water)","1900","Claude Monet","Impressionism","landscape"
"834","The Japanese Bridge (The Water-Lily Pond and Path by the Water)","1900","Claude Monet","Impressionism","landscape"
"835","The Japanese Bridge (The Water-Lily Pond)","1899","Claude Monet","Impressionism","landscape"
"836","The Japanese Bridge (The Water-Lily Pond)","1899","Claude Monet","Impressionism","landscape"
"837","The Japanese Bridge (The Water-Lily Pond, Symphony in Rose)","1900","Claude Monet","Impressionism","landscape"
"838","The Japanese Bridge (The Water-Lily Pond, Water Irises)","1900","Claude Monet","Impressionism","landscape"
"839","The Japanese Bridge 10","1924","Claude Monet","Impressionism","landscape"
"840","The Japanese Bridge 2","1924","Claude Monet","Impressionism","landscape"
"841","The Japanese Bridge 3","1924","Claude Monet","Impressionism","landscape"
"842","The Japanese Bridge 4","1924","Claude Monet","Impressionism","landscape"
"843","The Japanese Bridge 5","1924","Claude Monet","Impressionism","landscape"
"844","The Japanese Bridge 6","1924","Claude Monet","Impressionism","landscape"
"845","The Japanese Bridge 7","1924","Claude Monet","Impressionism","landscape"
"846","The Japanese Bridge 8","1924","Claude Monet","Impressionism","landscape"
"847","The Japanese Bridge at Giverny","1926","Claude Monet","Impressionism","landscape"
"848","The Japanis Bridge (Footbridge over the Water-Lily Pond)","1924","Claude Monet","Impressionism","landscape"
"849","The Japanis Bridge (Footbridge over the Water-Lily Pond)","1919","Claude Monet","Impressionism","landscape"
"850","The Jetty at Le Havre","1868","Claude Monet","Impressionism","cityscape"
"851","The Jetty at Le Havre, Bad Weather","1870","Claude Monet","Impressionism","cityscape"
"852","The Landing State","1869","Claude Monet","Impressionism","genre painting"
"853","The Luncheon","1868","Claude Monet","Realism","genre painting"
"854","The Luncheon","1873","Claude Monet","Impressionism","genre painting"
"855","The Magpie","1869","Claude Monet",NA,"landscape"
"856","The Manneport","1882","Claude Monet","Impressionism","landscape"
"857","The Manneport Seen from the East","1885","Claude Monet","Impressionism","landscape"
"858","The Manneport at High Tide","1885","Claude Monet","Impressionism","landscape"
"859","The Manneport, Cliff at Etretat","1883","Claude Monet","Impressionism","landscape"
"860","The Manneport, Cliff at Etretat, Sunset","1883","Claude Monet","Impressionism","landscape"
"861","The Manneport, Etretat - Amont Cliff, Rough Weather","1886","Claude Monet","Impressionism","landscape"
"862","The Manneport, Etretat in the Rain","1886","Claude Monet","Impressionism","landscape"
"863","The Manneport, Etretat, the Porte d'Aval","1885","Claude Monet","Impressionism","landscape"
"864","The Manneport, Reflections of Water","1885","Claude Monet","Impressionism","landscape"
"865","The Manneport, Rock Arch West of Etretat","1883","Claude Monet","Impressionism","landscape"
"866","The Manneport, Seen from Below","1883","Claude Monet","Impressionism","landscape"
"867","The Mannerport near Etretat","1886","Claude Monet","Impressionism","landscape"
"868","The Marina at Argenteuil","1872","Claude Monet","Impressionism","cityscape"
"869","The Mill at Vervy","1889","Claude Monet","Impressionism","landscape"
"870","The Moreno Garden at Bordighera","1884","Claude Monet","Impressionism","landscape"
"871","The Mount Riboudet in Rouen at Spring","1872","Claude Monet","Impressionism","landscape"
"872","The Needle of Etretat, Low Tide","1883","Claude Monet","Impressionism","landscape"
"873","The Nets","1882","Claude Monet","Impressionism","landscape"
"874","The Old Fort at Antibes","1888","Claude Monet","Impressionism","landscape"
"875","The Old Rue de la Chaussee, Argenteuil","1872","Claude Monet","Impressionism","cityscape"
"876","The Old Tree at the Confluence","1889","Claude Monet","Impressionism","landscape"
"877","The Old Tree, Gorge of the Petite Creuse","1889","Claude Monet","Impressionism","landscape"
"878","The Old Tree, Sunlight on the Petit Cruese","1889","Claude Monet","Impressionism","landscape"
"879","The Palazzo Ducale","1908","Claude Monet","Impressionism","cityscape"
"880","The Palazzo Ducale","1908","Claude Monet","Impressionism","cityscape"
"881","The Palazzo Ducale 2","1908","Claude Monet","Impressionism","cityscape"
"882","The Pave de Chailly","1865","Claude Monet","Impressionism","landscape"
"883","The Pave de Chailly in the Fontainbleau Forest","1865","Claude Monet","Impressionism","landscape"
"884","The Pave de Chailly in the Forest","1865","Claude Monet","Impressionism","landscape"
"885","The Pink Skiff","1890","Claude Monet","Impressionism","genre painting"
"886","The Pink Skiff, Boating on the Ept","1887","Claude Monet","Impressionism","genre painting"
"887","The Plain of Colombes, White Frost","1873","Claude Monet","Impressionism","landscape"
"888","The Pointe du Petit Ailly","1897","Claude Monet","Impressionism","landscape"
"889","The Pointe of Heve","1864","Claude Monet","Impressionism","landscape"
"890","The Pond at Montgeron","1876","Claude Monet","Impressionism","landscape"
"891","The Pond at Montgeron 2","1876","Claude Monet","Impressionism","landscape"
"892","The Pond with Ducks in Autumn","1873","Claude Monet","Impressionism","landscape"
"893","The Pont Neuf","1872","Claude Monet","Impressionism","cityscape"
"894","The Pont de l'Europe, Gare Saint-Lazare","1877","Claude Monet","Impressionism","cityscape"
"895","The Port at Zaandam","1871","Claude Monet","Impressionism","cityscape"
"896","The Port of Le Havre, Night Effect","1873","Claude Monet","Impressionism","marina"
"897","The Port of London","1871","Claude Monet","Impressionism","cityscape"
"898","The Promenade (study)","1886","Claude Monet","Impressionism","genre painting"
"899","The Promenade at Argenteuil","1872","Claude Monet","Impressionism","landscape"
"900","The Promenade at Argenteuil 02","1872","Claude Monet","Impressionism","landscape"
"901","The Promenade near Argenteuil","1875","Claude Monet","Impressionism","genre painting"
"902","The Promenade near Limetz","1887","Claude Monet","Impressionism","genre painting"
"903","The Promenade near the Bridge of Argenteuil","1874","Claude Monet","Impressionism","landscape"
"904","The Promenade, Argenteuil","1875","Claude Monet","Impressionism","genre painting"
"905","The Promenade, Woman with a Parasol","1875","Claude Monet","Impressionism","genre painting"
"906","The Pyramids at Port-Coton","1886","Claude Monet","Impressionism","landscape"
"907","The Pyramids at Port-Coton","1886","Claude Monet","Impressionism","landscape"
"908","The Pyramids of Port Coton, Belle-Ile-en-Mer","1886","Claude Monet","Impressionism","landscape"
"909","The Pyramids, Cliffs at Belle-Ile","1881","Claude Monet","Impressionism","landscape"
"910","The Railroad Station at Argenteuil","1872","Claude Monet","Impressionism","cityscape"
"911","The Railway Bridge at Argenteuil","1874","Claude Monet","Impressionism","landscape"
"912","The Railway Bridge at Argenteuil","1873","Claude Monet","Impressionism","landscape"
"913","The Red Cape (Madame Monet)","1870","Claude Monet","Impressionism","genre painting"
"914","The Red House","1908","Claude Monet","Impressionism","cityscape"
"915","The Red Road at Cap Martin, near Menton","1884","Claude Monet","Impressionism","landscape"
"916","The Red Road near Menton","1884","Claude Monet","Impressionism","landscape"
"917","The River","1881","Claude Monet","Impressionism","landscape"
"918","The River Epte","1885","Claude Monet","Impressionism","landscape"
"919","The Riverbank at Petit-Gennevilliers","1875","Claude Monet","Impressionism","landscape"
"920","The Riverbank at Petit-Gennevilliers, Sunset","1875","Claude Monet","Impressionism","landscape"
"921","The Road and the House","1885","Claude Monet","Impressionism","landscape"
"922","The Road from Chailly to Fontainebleau","1864","Claude Monet","Realism","landscape"
"923","The Road from Vetheuil","1880","Claude Monet","Impressionism","landscape"
"924","The Road in Vetheuil in Winter","1879","Claude Monet","Impressionism","cityscape"
"925","The Road in front of Saint-Simeon Farm in Winter","1867","Claude Monet","Impressionism","landscape"
"926","The Road to Giverny","1885","Claude Monet","Impressionism","landscape"
"927","The Road to Giverny 2","1885","Claude Monet","Impressionism","landscape"
"928","The Road to Monte Carlo","1883","Claude Monet","Impressionism","landscape"
"929","The Road to Vertheuil, Snow Effect","1879","Claude Monet","Impressionism","landscape"
"930","The Road to Vetheuil","1880","Claude Monet","Impressionism","landscape"
"931","The Road to the Farm of Saint-Simeon","1864","Claude Monet","Impressionism","landscape"
"932","The Road to the Farm of Saint-Simeon","1867","Claude Monet","Impressionism","landscape"
"933","The Road to the Farm of Saint-Simeon in Winter","1867","Claude Monet","Impressionism","landscape"
"934","The Rock Needle Seen through the Porte d'Aumont","1885","Claude Monet","Impressionism","landscape"
"935","The Rock Needle Seen through the Porte d'Aval","1886","Claude Monet","Impressionism","landscape"
"936","The Rock Needle and Porte d’Aval, Etretat","1885","Claude Monet","Impressionism","landscape"
"937","The Rock Needle and the Porte d'Aval","1885","Claude Monet","Impressionism","landscape"
"938","The Rock Needle and the Porte d'Aval","1886","Claude Monet","Impressionism","landscape"
"939","The Rocks at Pourville, Low Tide","1882","Claude Monet","Impressionism","landscape"
"940","The Rose Bush","1926","Claude Monet","Impressionism","flower painting"
"941","The Rose Path, Giverny","1922","Claude Monet","Impressionism","flower painting"
"942","The Route a Vetheuil","1878","Claude Monet","Impressionism","landscape"
"943","The Row Boat","1887","Claude Monet","Impressionism","landscape"
"944","The Rue Montargueil with Flags","1878","Claude Monet","Impressionism","cityscape"
"945","The Rue Montorgueil, Paris","1878","Claude Monet","Impressionism","cityscape"
"946","The Sailing Boat","1871","Claude Monet","Impressionism","landscape"
"947","The Sea Seen from the Cliffs of Fecamp","1881","Claude Monet","Impressionism","landscape"
"948","The Sea and the Alps","1888","Claude Monet","Impressionism","marina"
"949","The Sea at Amsterdam","1874","Claude Monet","Impressionism","marina"
"950","The Sea at Fecamp","1881","Claude Monet","Impressionism","landscape"
"951","The Sea at Fecamp","1881","Claude Monet","Impressionism","landscape"
"952","The Sea at Pourville","1882","Claude Monet","Impressionism","marina"
"953","The Sea at Saint-Adresse","1868","Claude Monet","Impressionism","marina"
"954","The Sea, Port in Amsterdam","1874","Claude Monet","Impressionism","marina"
"955","The Seacoast of Pourville, Low Tide","1882","Claude Monet","Impressionism","marina"
"956","The Seine Below Rouen","1872","Claude Monet","Impressionism","cityscape"
"957","The Seine Estuary at Honfluer","1865","Claude Monet","Impressionism","cityscape"
"958","The Seine and the Chaantemesle","1880","Claude Monet","Impressionism","landscape"
"959","The Seine and the Chaantemesle Hills","1880","Claude Monet","Impressionism","landscape"
"960","The Seine at Argenteuil","1874","Claude Monet","Impressionism","landscape"
"961","The Seine at Argenteuil","1875","Claude Monet","Impressionism","landscape"
"962","The Seine at Argenteuil","1873","Claude Monet","Impressionism","landscape"
"963","The Seine at Asnieres","1873","Claude Monet","Impressionism","cityscape"
"964","The Seine at Asnieres","1873","Claude Monet","Impressionism","cityscape"
"965","The Seine at Bennecourt, Winter","1893","Claude Monet","Impressionism","landscape"
"966","The Seine at Bougival","1869","Claude Monet","Impressionism","landscape"
"967","The Seine at Bougival in the Evening","1869","Claude Monet","Impressionism","landscape"
"968","The Seine at Lavacourt","1878","Claude Monet","Impressionism","landscape"
"969","The Seine at Lavacourt","1880","Claude Monet","Impressionism","landscape"
"970","The Seine at Petit-Gennevilliers","1872","Claude Monet","Impressionism","landscape"
"971","The Seine at Port Villez, Snow Effect","1885","Claude Monet","Impressionism","landscape"
"972","The Seine at Port Villez, Snow Effect 02","1885","Claude Monet","Impressionism","landscape"
"973","The Seine at Port-Villes, Clear Weather","1894","Claude Monet","Impressionism","landscape"
"974","The Seine at Port-Villez","1883","Claude Monet","Impressionism","landscape"
"975","The Seine at Port-Villez","1894","Claude Monet","Impressionism","landscape"
"976","The Seine at Port-Villez","1883","Claude Monet","Impressionism","landscape"
"977","The Seine at Port-Villez, Blue Effect","1894","Claude Monet","Impressionism","landscape"
"978","The Seine at Port-Villez, Pink Effect","1894","Claude Monet","Impressionism","landscape"
"979","The Seine at Rouen","1872","Claude Monet","Impressionism","cityscape"
"980","The Seine at Vetheuil","1881","Claude Monet","Impressionism","landscape"
"981","The Seine at Vetheuil","1879","Claude Monet","Impressionism","landscape"
"982","The Seine at Vetheuil","1881","Claude Monet","Impressionism","landscape"
"983","The Seine at Vetheuil","1879","Claude Monet","Impressionism","cityscape"
"984","The Seine at Vetheuil","1879","Claude Monet","Impressionism","landscape"
"985","The Seine near Argenteuil","1874","Claude Monet","Impressionism","landscape"
"986","The Seine near Bougival","1872","Claude Monet","Impressionism","landscape"
"987","The Seine near Giverny","1885","Claude Monet","Impressionism","landscape"
"988","The Seine near Giverny","1888","Claude Monet","Impressionism","landscape"
"989","The Seine near Giverny","1897","Claude Monet","Impressionism","landscape"
"990","The Seine near Giverny","1885","Claude Monet","Impressionism","landscape"
"991","The Seine near Vetheuil","1897","Claude Monet","Impressionism","landscape"
"992","The Seine near Vetheuil, Stormy Weather","1878","Claude Monet","Impressionism","landscape"
"993","The Sheltered Path","1873","Claude Monet","Impressionism","landscape"
"994","The Shoot","1876","Claude Monet","Impressionism","genre painting"
"995","The Siene at Argentuil","1872","Claude Monet","Impressionism","cityscape"
"996","The Siene at Lavacourt, Effect of Snow","1879","Claude Monet","Impressionism","landscape"
"997","The Siene at Vetheuil","1880","Claude Monet","Impressionism","landscape"
"998","The Siene near Vernon","1894","Claude Monet","Impressionism","landscape"
"999","The Small Arm of the Seine at Argenteuil","1872","Claude Monet","Impressionism","landscape"
"1000","The Small Arm of the Seine at Argenteuil","1876","Claude Monet","Impressionism","landscape"
"1001","The Small Arm of the Seine at Mosseaux, Evening","1878","Claude Monet","Impressionism","landscape"
"1002","The Spring at Vetheuil","1881","Claude Monet","Impressionism","landscape"
"1003","The Spring in Argentuil","1872","Claude Monet","Impressionism","landscape"
"1004","The Steps","1878","Claude Monet","Impressionism","cityscape"
"1005","The Steps at Vetheuil","1881","Claude Monet","Impressionism","landscape"
"1006","The Stream of Robec at Rouen","1872","Claude Monet","Impressionism","cityscape"
"1007","The Stroller (Suzanne Hoschede)","1887","Claude Monet","Impressionism","portrait"
"1008","The Studio Boat","1876","Claude Monet","Impressionism","landscape"
"1009","The Studio-Boat","1874","Claude Monet","Impressionism","landscape"
"1010","The Summer, Poppy Field","1875","Claude Monet","Impressionism","landscape"
"1011","The Sunken Road in the Cliff at Varangeville","1882","Claude Monet","Impressionism","landscape"
"1012","The Tea Set","1872","Claude Monet","Impressionism","still life"
"1013","The Thames below Westminster","1871","Claude Monet","Impressionism","cityscape"
"1014","The Thaw at Vetheuil","1881","Claude Monet","Impressionism","landscape"
"1015","The Three Trees, Autumn","1891","Claude Monet","Impressionism","landscape"
"1016","The Tow Path at Argenteuil, Winter","1875","Claude Monet","Impressionism","landscape"
"1017","The Towpath at Granval","1883","Claude Monet","Impressionism","landscape"
"1018","The Train","1872","Claude Monet","Impressionism","landscape"
"1019","The Train in the Country","1871","Claude Monet","Impressionism","landscape"
"1020","The Tuileries (study)","1876","Claude Monet","Impressionism","landscape"
"1021","The Turkeys","1876","Claude Monet","Impressionism","animal painting"
"1022","The Undergrowth in the Forest of Saint-Germain","1882","Claude Monet","Impressionism","landscape"
"1023","The Valley Of Falaise","1883","Claude Monet","Impressionism","landscape"
"1024","The Valley of Creuse at Fresselines","1889","Claude Monet","Impressionism","landscape"
"1025","The Valley of Sasso","1884","Claude Monet","Impressionism","landscape"
"1026","The Valley of Sasso, Blue Effect","1884","Claude Monet","Impressionism","landscape"
"1027","The Valley of Sasso, Bordighera","1884","Claude Monet","Impressionism","landscape"
"1028","The Valley of Sasso, Sunshine","1884","Claude Monet","Impressionism","landscape"
"1029","The Valley of the Nervia","1884","Claude Monet","Impressionism","landscape"
"1030","The Valley of the Nervia with Dolceacqua","1884","Claude Monet","Impressionism","landscape"
"1031","The Valley of the Scie at Pouville","1882","Claude Monet","Impressionism","landscape"
"1032","The Village of La Coche-Blond, Evening","1889","Claude Monet","Impressionism","landscape"
"1033","The Village of La Roche-Blond, Sunset","1889","Claude Monet","Impressionism","landscape"
"1034","The Village of Lavacourt","1878","Claude Monet","Impressionism","landscape"
"1035","The Village of Vétheuil","1881","Claude Monet","Impressionism","landscape"
"1036","The Voorzaan","1871","Claude Monet","Impressionism","landscape"
"1037","The Wheat Field","1881","Claude Monet","Impressionism","landscape"
"1038","The Willows","1880","Claude Monet","Impressionism","landscape"
"1039","The Willows","1885","Claude Monet","Impressionism","landscape"
"1040","The Willows on the River","1876","Claude Monet","Impressionism","landscape"
"1041","The Wooden Bridge","1872","Claude Monet","Impressionism","cityscape"
"1042","The Yellow Irises","1917","Claude Monet","Impressionism","flower painting"
"1043","The rocks of Belle-Ile","1886","Claude Monet","Impressionism","landscape"
"1044","The Allee du Champ de Foire at Argenteuil","1874","Claude Monet","Impressionism","landscape"
"1045",NA,NA,NA,NA,NA
"1046","The La Rue Bavolle at Honfleur","1864","Claude Monet","Impressionism","cityscape"
"1047","The La Rue Bavolle at Honfleur 2","1864","Claude Monet","Impressionism","cityscape"
"1048","The Lieutenancy at Honfleur","1864","Claude Monet","Impressionism","cityscape"
"1049","The Lindens of Poissy","1882","Claude Monet","Impressionism","cityscape"
"1050","The Promenade at Argenteuil, Soleil Couchant","1874","Claude Monet","Impressionism","landscape"
"1051","The Seine, seen from the heights Chantemesle","1881","Claude Monet","Impressionism","landscape"
"1052","The pool seen from the bridge Argenteuil","1874","Claude Monet","Impressionism","landscape"
"1053","Three Fishing Boats","1885","Claude Monet","Impressionism","marina"
"1054","Three Pots of Tulips","1883","Claude Monet","Impressionism","flower painting"
"1055","Three Trees in Grey Weather","1891","Claude Monet","Impressionism","landscape"
"1056","Three Trees in Spring","1891","Claude Monet","Impressionism","landscape"
"1057","Three Trees in Summer","1891","Claude Monet","Impressionism","landscape"
"1058","Three Trees, Autumn Effect","1891","Claude Monet","Impressionism","landscape"
"1059","Torrent of the Petite Creuse at Fresselines","1889","Claude Monet","Impressionism","landscape"
"1060","Tow Path at Lavacourt","1878","Claude Monet","Impressionism","landscape"
"1061","Train in the Snow at Argenteuil","1875","Claude Monet","Impressionism","landscape"
"1062","Train in the Snow or The Locomotive","1875","Claude Monet","Impressionism","genre painting"
"1063","Tree in Flower near Vetheuil","1879","Claude Monet","Impressionism","landscape"
"1064","Trees by the Seashore at Antibes","1888","Claude Monet","Impressionism","landscape"
"1065","Trees in Bloom","1872","Claude Monet","Impressionism","landscape"
"1066","Trees in Winter, View of Bennecourt","1887","Claude Monet","Impressionism","landscape"
"1067","Trophies of the Hunt","1862","Claude Monet","Realism","still life"
"1068","Tulip Field in Holland","1886","Claude Monet","Impressionism","landscape"
"1069","Tulip Fields at Sassenheim, near Leiden","1886","Claude Monet","Impressionism","landscape"
"1070","Twilight, Venice","1908","Claude Monet","Impressionism","cityscape"
"1071","Two Anglers","1882","Claude Monet","Impressionism","genre painting"
"1072","Two Trees in a Meadow","1886","Claude Monet","Impressionism","landscape"
"1073","Two Vases with Chrysanthems","1888","Claude Monet","Impressionism","flower painting"
"1074","Under the Lemon Trees","1884","Claude Monet","Impressionism","landscape"
"1075","Under the Pine Trees at the End of the Day","1888","Claude Monet","Impressionism","landscape"
"1076","Valley Bouna near Bordighera","1884","Claude Monet","Impressionism","landscape"
"1077","Valley of Falaise","1885","Claude Monet","Impressionism","landscape"
"1078","Valley of the Creuse","1889","Claude Monet","Impressionism","landscape"
"1079","Valley of the Creuse (Grey Day)","1889","Claude Monet","Impressionism","landscape"
"1080","Valley of the Creuse, Afternoon Sunlight","1889","Claude Monet","Impressionism","landscape"
"1081","Valley of the Creuse, Grey Sky","1889","Claude Monet","Impressionism","landscape"
"1082","Valley of the Creuse, Sunlight Effect","1889","Claude Monet","Impressionism","landscape"
"1083","Valley of the Creuse, Sunset","1889","Claude Monet","Impressionism","landscape"
"1084","Valley of the Creuse, Sunset","1889","Claude Monet","Impressionism","landscape"
"1085","Vase of Chrysanthemums",NA,"Claude Monet","flower painting","flower painting"
"1086","Vase of Dahlias","1883","Claude Monet","Impressionism","flower painting"
"1087","Vase of Flowers","1882","Claude Monet","Impressionism","flower painting"
"1088","Vase of Peonies","1882","Claude Monet","Impressionism","flower painting"
"1089","Vase of Tulips","1885","Claude Monet","Impressionism","flower painting"
"1090","Venice, Rio de Santa Salute","1908","Claude Monet","Impressionism","cityscape"
"1091","Vernon Church in Fog","1893","Claude Monet","Impressionism","cityscape"
"1092","Vetheuil","1901","Claude Monet","Impressionism","landscape"
"1093","Vetheuil","1880","Claude Monet","Impressionism","landscape"
"1094","Vetheuil","1879","Claude Monet","Impressionism","landscape"
"1095","Vetheuil","1880","Claude Monet","Impressionism","landscape"
"1096","Vetheuil","1880","Claude Monet","Impressionism","landscape"
"1097","Vetheuil","1880","Claude Monet","Impressionism","landscape"
"1098","Vetheuil","1901","Claude Monet","Impressionism","landscape"
"1099","Vetheuil","1901","Claude Monet","Impressionism","landscape"
"1100","Vetheuil Seen from Ile Saint Martin","1880","Claude Monet","Impressionism","landscape"
"1101","Vetheuil at Sunset","1901","Claude Monet","Impressionism","landscape"
"1102","Vetheuil in Summer","1880","Claude Monet","Impressionism","landscape"
"1103","Vetheuil in Winter","1879","Claude Monet","Impressionism","landscape"
"1104","Vetheuil in the Fog","1879","Claude Monet","Impressionism","landscape"
"1105","Vetheuil under the Sun","1880","Claude Monet","Impressionism","landscape"
"1106","Vetheuil, Afternoon","1901","Claude Monet","Impressionism","landscape"
"1107","Vetheuil, Barge on the Seine","1902","Claude Monet","Impressionism","landscape"
"1108","Vetheuil, Flowering Plum Trees","1879","Claude Monet","Impressionism","landscape"
"1109","Vetheuil, Ice Floes","1881","Claude Monet","Impressionism","cityscape"
"1110","Vetheuil, L'Inondation","1881","Claude Monet","Impressionism","landscape"
"1111","Vetheuil, Morning Effect","1901","Claude Monet","Impressionism","landscape"
"1112","Vetheuil, Paysage","1879","Claude Monet","Impressionism","landscape"
"1113","Vetheuil, Pink Effect","1901","Claude Monet","Impressionism","landscape"
"1114","Vetheuil, Prairie Inondee","1881","Claude Monet","Impressionism","landscape"
"1115","Vetheuil, The Church","1878","Claude Monet","Impressionism","cityscape"
"1116","Vetheuil, The Church","1880","Claude Monet","Impressionism","cityscape"
"1117","Vetheuil, The Church  in Winter","1879","Claude Monet","Impressionism","cityscape"
"1118","Vetheuil, The Small Arm of the Seine","1880","Claude Monet","Impressionism","landscape"
"1119","Victor Jacquemont Holding a Parasol","1865","Claude Monet","Impressionism","portrait"
"1120","View At Rouelles Le Havre","1858","Claude Monet","Realism","landscape"
"1121","View Over the Sea","1882","Claude Monet","Impressionism","landscape"
"1122","View Taken from Greinval","1881","Claude Monet","Impressionism","landscape"
"1123","View from the Cliff at Pourville, Bright Weather","1882","Claude Monet","Impressionism","landscape"
"1124","View of Amsterdam","1874","Claude Monet","Impressionism","cityscape"
"1125","View of Antibes from the Plateau Notre-Dame","1888","Claude Monet","Impressionism","landscape"
"1126","View of Argenteuil in the Snow","1875","Claude Monet","Impressionism","cityscape"
"1127","View of Cap d'Antibes","1888","Claude Monet","Impressionism","landscape"
"1128","View of Le Havre","1873","Claude Monet","Impressionism","cityscape"
"1129","View of Rouen","1872","Claude Monet","Impressionism","cityscape"
"1130","View of Ventimiglia","1884","Claude Monet","Impressionism","landscape"
"1131","View of the Church at Vernon","1883","Claude Monet","Impressionism","cityscape"
"1132","View of the Old Outer Harbor at Le Havre","1874","Claude Monet","Impressionism","cityscape"
"1133","View of the Voorzaan","1871","Claude Monet","Impressionism","cityscape"
"1134","View on village of Giverny","1886","Claude Monet","Impressionism","landscape"
"1135","View over Vetheuil","1880","Claude Monet","Impressionism","landscape"
"1136","View over Vetheuil","1881","Claude Monet","Impressionism","cityscape"
"1137","View to the Plain of Argenteuil","1872","Claude Monet","Impressionism","landscape"
"1138","Villas at Bordighera","1884","Claude Monet","Impressionism","cityscape"
"1139","Villas at Bordighera","1884","Claude Monet","Impressionism","landscape"
"1140","Villas at Bordighera 03","1884","Claude Monet","Impressionism","cityscape"
"1141","Walk in the Meadows at Argenteuil","1873","Claude Monet","Impressionism","landscape"
"1142","Water Lilies","1899","Claude Monet","Impressionism","flower painting"
"1143","Water Lilies","1899","Claude Monet","Impressionism","flower painting"
"1144","Water Lilies","1903","Claude Monet","Impressionism","flower painting"
"1145","Water Lilies","1903","Claude Monet","Impressionism","flower painting"
